i386|main|foomatic-db-engine|foomatic-cleanupdrivers,foomatic-ppdfile,foomatic-preferred-driver,foomatic-extract-text,foomatic-combo-xml,foomatic-compiledb,foomatic-perl-data,foomatic-ppd-options,foomatic-datafile,foomatic-addpjloptions,foomatic-printermap-to-gutenprint-xml,foomatic-searchprinter,foomatic-ppd-to-xml,foomatic-getpjloptions,foomatic-fix-xml,foomatic-kitload,foomatic-printjob,foomatic-nonumericalids,foomatic-replaceoldprinterids,foomatic-configure
i386|main|foomatic-filters|directomatic,foomatic-rip,lpdomatic
i386|main|fortune-mod|strfile,unstr,fortune
i386|main|freecdb|cdbmake,cdbdump,cdbget,cdbstats
i386|main|libfreetype6-dev|freetype-config
i386|main|libfribidi-dev|fribidi-config
i386|main|libfribidi0|fribidi
i386|main|libfltk1.1-dev|fltk-config
i386|main|ffmpeg|ffplay,ffmpeg,qt-faststart,ffserver
i386|main|fuse-utils|fusermount,mount.fuse,ulockmgr_server
i386|main|ocaml-findlib|ocamlfind,safe_camlp4
i386|main|foo2zjs|foo2xqx-wrapper,hpljP1006,hpljP1007,foo2hp,hpljP1005,printer-profile,foo2oak-wrapper,hplj1018,xqxdecode,getweb,lavadecode,oakdecode,foo2zjs,foo2hiperc-wrapper,gipddecode,foo2qpdl-wrapper,foo2oak,foo2zjs-pstops,hpljP1505,foo2qpdl,foo2zjs-wrapper,usb_printerid,hplj1000,hplj1005,foo2lava,foo2lava-wrapper,hplj1020,foo2xqx,arm2hpdl,foo2hiperc,qpdldecode,foo2zjs-icc2ps,opldecode,hipercdecode,zjsdecode,foo2slx-wrapper,slxdecode,foo2hp2600-wrapper,foo2slx,hpljP1008
i386|main|fdupes|fdupes
i386|main|f-spot|f-spot,f-spot-import,f-spot-sqlite-upgrade
i386|main|fastjar|grepjar,fastjar,jar
i386|main|freeradius-utils|smbencrypt,radclient,radsniff,radeapclient,radtest,rlm_dbm_cat,radzap,rlm_ippool_tool,radwho,radlast,rlm_dbm_parser,radsqlrelay
i386|main|freeradius|checkrad,radwatch,freeradius
i386|main|firefox-3.5|abrowser-3.5,x-www-browser,firefox,firefox-3.5
all|main|facter|facter
i386|main|gawk|nawk,awk,igawk,gawk,pgawk
i386|main|gcalctool|gcalctool,gnome-calculator
i386|main|cpp|cpp,i486-linux-gnu-cpp
i386|main|g++|g++,i486-linux-gnu-g++,c++
i386|main|gcc|c99-gcc,gcc,cc,c89,c99,i486-linux-gnu-gcc,c89-gcc,gcov
